Truly Guiding People Up to High Levels,Chân chính đưa con người lên cao tầng
The Subject of Sorcery,Khoa chúc do
"So what’s the subject of sorcery? In the course of spreading their practices, a lot of people in cultivation circles have taught it as a part of cultivation. But the fact is, it’s not a part of cultivation. It’s like a kind of trick, incantation, or technique that’s passed down. The formats it uses—such as drawing talismans, burning incense, burning pieces of paper, chanting incantations, and that kind of thing—can heal people, and its approach to healing is unique. For example, let’s suppose there’s someone with a cold sore on his face. The practitioner of sorcery will dip a brush-pen in cinnabar ink and draw a circle on the ground and make an ""x"" inside the circle. He’ll then ask the person to stand in the middle of the circle and he’ll begin to chant incantations. Then he uses the brush-pen that was dipped in cinnabar ink to draw circles on the person’s face. He chants the incantations as he draws the circles, and he draws and draws until he makes a dot on the cold sore, which happens just as he finishes chanting. Then he tells the person that it’s cured. The person does find that the cold sore is smaller and it doesn’t hurt when he touches it. It worked. They can treat minor ailments, but they can’t heal major problems. What will he do if you say your arm aches? He’ll start to chant incantations, and he’ll ask you to hold out your arms, he’ll blow a puff of air at the Hegu acupoint of this hand and make the air go out the Hegu acupoint of your other hand, and you do feel a waft of air. When you touch it again, it doesn’t hurt as much as it did before. And they use other methods, like burning pieces of paper for the dead, drawing talismans, hanging amulets, and so on. Those are the kinds of things they do.","Khoa ‘chúc do’ là gì? Trong giới tu luyện, tại quá trình truyền công có nhiều người cũng coi nó là điều được truyền trong phạm trù tu luyện; kỳ thực nó không phải là điều thuộc phạm trù tu luyện. Nó là loại truyền thừa kiểu như quyết khiếu, chú quyết, kỹ thuật. Hình thức mà nó sử dụng kiểu như vẽ bùa, đốt hương, đốt giấy, niệm chú, v.v.; nó có thể trị bệnh, phương pháp trị bệnh hết sức độc đáo đặc biệt. Lấy ví dụ thế này, ví như một người mọc mụn nhọt trên mặt, họ bèn dùng bút lông chấm [son] chu sa vẽ trên mặt đất hình tròn, trong vòng tròn vạch một hình chữ thập; [họ] bảo người kia đứng vào trung tâm của vòng tròn, rồi họ bắt đầu niệm chú quyết. Sau đó lấy bút son vạch hình tròn lên mặt người kia, vừa vẽ vừa niệm chú, vẽ tới vẽ lui, đến khi chấm một điểm lên chỗ mụn nhọt, niệm chú đến đó cũng vừa xong, bảo rằng đã khỏi rồi. Chư vị thử sờ vào [chỗ mụn nhọt], thì thấy đã nhỏ lại, không đau nữa, nó đã khởi tác dụng. Những bệnh nhẹ thì họ có thể trị được, còn bệnh nặng thì không được. Còn nếu như đau cánh tay thì làm sao? Miệng bắt đầu niệm chú, họ bèn bảo chư vị duỗi tay ra, lấy miệng thổi vào huyệt hợp cốc tại tay này, và làm cho nó xuất ra ở huyệt hợp cốc của tay kia; cảm thấy như một luồng gió; sờ lại, thì nó không còn đau như thế nữa. [Họ] còn dùng đến những việc đốt giấy, vẽ bùa, dán bùa, v.v.; họ làm những việc ấy."
"In the Daoist small worldly paths they don’t cultivate longevity. What they do is all about fortune-telling, feng shui reading, exorcising evil, and healing people, and most small worldly paths use sorcery. It can heal people, but the methods it uses aren’t good, as it turns out. We won’t go into the methods it uses, but our practitioners who cultivate the Great Law shouldn’t use it since it has really bad, low-level messages. In ancient China they classified healing methods into different subjects, like fracture healing, acupuncture, massage, chiropractic, acupressure, qigong healing, herbal treatments, and so on, and they were classified into a lot of different categories. Each type of treatment was called a subject, and sorcery was listed as the thirteenth subject. That’s why its full name is ""The Number Thirteen Subject of Sorcery."" Sorcery isn’t part of cultivation. It doesn’t come from the gong that you get in cultivation. It’s just something like a technique.","Trong các tiểu đạo thế gian của Đạo gia, [người ta] không giảng tu mệnh, hoàn toàn là toán quái, xem phong thuỷ, đuổi tà, trị bệnh. Những tiểu đạo thế gian thường dùng đến những thứ này. Nó có thể trị bệnh, nhưng các phương pháp nó dùng đến là không tốt. Chúng tôi không giảng là nó dùng cách gì trị bệnh; nhưng những người tu Đại Pháp chúng ta không được dùng chúng, bởi vì chúng mang theo những tín tức rất thấp và rất không tốt. Các phương pháp trị bệnh ở Trung Quốc cổ đại được phân thành những khoa mục; ví dụ: tiếp cốt, châm cứu, án ma, thôi nã, điểm huyệt, khí công trị bệnh, thảo dược trị bệnh, v.v. phân thành khá nhiều loại. Mỗi loại phương pháp trị bệnh gọi là một ‘khoa’; khoa chúc do này được liệt vào khoa thứ 13, do đó tên đầy đủ của nó là ‘khoa 13 chúc do’. Khoa chúc do không thuộc về những điều trong phạm trù tu luyện, nó không phải là công đắc nhờ tu luyện, mà là một thứ thuật loại."
Qigong Psychosis,Tẩu hoả nhập ma
"In the cultivation world there’s this phrase, ""qigong psychosis,"" and it has a pretty big effect on the general public, especially since some people make a huge deal out of it and they’ve caused some people to be afraid of doing qigong. When those folks hear that qigong can lead to psychosis they get too scared to practice. But actually, I’m going to tell you: there’s just no such thing as qigong psychosis.","Trong giới tu luyện có một thuyết, gọi là ‘tẩu hoả nhập ma’; ảnh hưởng trong quần chúng cũng rất lớn. Đặc biệt có một số người quảng bá chuyện này rất rầm rộ, làm một số người không dám luyện công nữa. Người ta hễ nghe thấy nói rằng luyện công rồi sẽ [bị] tẩu hoả nhập ma, liền sợ quá không dám luyện nữa. Kỳ thực, tôi nói với mọi người rằng, tẩu hoả nhập ma hoàn toàn không tồn tại."
"There’s a fair number of people who’ve gotten possessed as a result of their thoughts not being proper. Their master consciousnesses aren’t in command, and yet they somehow think it’s qigong. Their bodies are controlled by those spirits, and they get all topsy-turvy, and scream and shout. When people see that, they think that that’s how people are when they do qigong, and they get so scared they don’t dare practice. A lot of us mistake that for qigong. But how could that be doing qigong? That’s only related to the low, low level of healing and fitness. But it’s actually really dangerous. If you get used to being that way, and your master consciousness is never in charge, then your body might get controlled by things like your subordinate consciousness, outside messages, or possessing spirits, and it might do some dangerous things. And that would do a ton of damage to the cultivation world. It’s caused by people’s thoughts not being proper and their showing off out of attachment. It’s not qigong psychosis. Some people, I just don’t know how they can pose as so-called qigong masters—they too talk about qigong psychosis. The truth is, practicing qigong doesn’t lead to qigong psychosis. Most people have seen this term mainly in literary and artistic works, like kung-fu novels and those kinds of things. If you don’t believe me, then go dig through the ancient books or cultivation books—there’s nothing like that. Where could you find something as absurd as qigong psychosis? That kind of thing just doesn’t happen at all.","Có không ít người vì bản thân tâm mình không chính, chiêu mời những phụ thể. Chủ ý thức của mình không khống chế được bản thân mình, lại còn tưởng đó là công. Thân thể đang bị phụ thể khống chế, điên đảo hò hét lung tung cả lên. Người ta nhìn thấy luyện công có [hình] thức như thế, sợ quá chẳng dám luyện. Chúng ta có khá nhiều người tưởng rằng đó là công; luyện công mà như thế sao? Đó chỉ là một loại trạng thái thấp thấp nhất để chữa bệnh khoẻ người, nhưng nó rất nguy hiểm. Nếu bản thân chư vị quen làm như thế, thì chủ ý thức của chư vị rồi sẽ không khống chế được bản thân nữa; như thế thân thể của chư vị sẽ có thể bị phó ý thức hoặc tín tức ngoại lai hay phụ thể các loại khống chế, và có thể làm ra những cử động nguy hiểm, ngoài ra [nó cũng gây nên] sự phá hoại mạnh mẽ trong giới tu luyện. Đó là nhân tâm bất chính tạo thành như vậy, là chấp trước vào sự thể hiện bản thân, đó không phải là tẩu hoả nhập ma. Một số người, thật không hiểu vì sao [họ] lại trở thành cái gọi là ‘khí công sư’, họ cũng giảng tẩu hoả nhập ma. Kỳ thực luyện công không thể tẩu hoả nhập ma; đa số người ta nghe [điều] ấy trong các tác phẩm nghệ thuật, nghe danh từ này trong những tiểu thuyết võ hiệp nào đó v.v. Nếu không tin, chư vị thử giở các sách cổ, các sách tu luyện [ra xem] trong đó không hề có chuyện này. Ở đâu có tẩu hoả nhập ma nào? Hoàn toàn không xuất hiện sự việc ấy được."
"The qigong psychosis that your typical person believes in has a few different forms, and what I just talked about is one of them. It comes on as a result of the person’s thoughts not being proper, and he got himself possessed, he develops all kinds of states of mind, like wanting some ""qigong state"" to show off, and so on. Some of them even seek abilities, or maybe they’ve done fake qigongs, and whenever they do qigong exercises they have a habit of relaxing their master consciousnesses; they’re not aware of anything, and they give their bodies away to others, they get all topsy-turvy and let their subordinate consciousnesses or outside messages take charge of their bodies, and so then they do some strange things. If somebody tells him to jump off a building, he’ll jump, and if somebody tells him to jump in a lake, he’ll jump. He doesn’t have any will to live anymore and he’s given his body away to others. That doesn’t count as qigong psychosis, but you could say he’s gone astray, and it was caused by his intentionally acting like that in the beginning. A lot of people have this idea that swaying all over the place is doing qigong, when the truth is, if somebody is in that state when he does true qigong it’ll have serious consequences. That’s not doing qigong—that comes from ordinary people’s attachments and pursuits.","Người ta nhìn nhận rằng tẩu hoả nhập ma có một vài hình thức, điều tôi vừa giảng cũng là một loại hình thức. Vì bản thân tâm bất chính, chiêu mời phụ thể, truy cầu những khí công thái nào đó để hiển thị bản thân cũng như các chủng tâm thái. Có người trực tiếp truy cầu công năng hoặc luyện khí công giả; hễ luyện là tự mình lại quen rũ bỏ chủ ý thức của bản thân mình, không còn biết gì nữa, thân thể đã giao cho kẻ khác rồi; bị phó ý thức hoặc tín tức ngoại lai làm chủ thân thể đến điên đảo lung tung cả lên; làm ra một số cử động đặc thù. Bảo họ nhảy lầu thì họ nhảy lầu; bảo họ nhảy xuống nước thì họ nhảy xuống nước. Bản thân họ chẳng còn thiết sống nữa, đã đem thân thể giao cho kẻ khác rồi. Đó không thuộc về tẩu hoả nhập ma, mà thuộc về luyện công lầm đường lạc lối; ngay từ đầu đã hữu ý thực thi theo hình thức ấy. Có rất nhiều người tưởng rằng lắc lư dao động chính là luyện công, kỳ thực nếu thật sự luyện công theo trạng thái kiểu như vậy, thì sẽ tạo thành hậu quả nghiêm trọng. Đó không phải luyện công, [mà] là chấp trước và truy cầu của người thường tạo thành như thế."
"Another form is where a person’s qi gets clogged somewhere when he’s doing qigong and it can’t pass through, or his qi gets stuck at the top of his head and can’t come down, and he gets scared. The human body is a small universe. So Daoist practices, especially, run into these problems when qi is trying to rush through a pass. If his qi can’t rush through it’ll get stuck there. And it’s not just the top of the head—the same goes for other parts of the body, but it’s just that the top of the head is your most sensitive place. After a person’s qi gets to the top of his head and isn’t able to rush down and get through the pass, he’ll feel like his head is heavy, like his head is stuffed up, or like he’s wearing a thick hat of qi, or he’ll have some other kinds of sensations like these. But qi doesn’t have any restrictive power, it can’t bring people any trouble, and there’s no way it could cause some kind of sickness. Some people don’t know what qigong is really about, and they go and make some irresponsible comments in a sensational way, and that makes things a big mess. So people think that if someone’s qi can’t come down from the top of the head he’ll get qigong psychosis, or he’ll go awry, or something, and that’s made a lot of people scared.","Một tình huống khác là khi luyện công khí ứ tắc ở chỗ nào đó mà không thông; khí lên đỉnh đầu không xuống được, họ liền sợ quá. Thân thể con người là một tiểu vũ trụ, đặc biệt [trong] công pháp Đạo gia khi vượt quan, thì sẽ gặp chuyện phiền phức này; vượt [quan] không qua được, thì khí quanh quẩn ở chỗ ấy. Không chỉ có đỉnh đầu, chỗ khác cũng như thế, nhưng, [nơi] nhạy cảm nhất của con người là đỉnh đầu. Khi khí lên đỉnh đầu rồi xung xuống, [nhưng] không vượt quan được, [thì] họ liền cảm giác thấy đầu nặng, đầu sưng, [như] có hiện tượng đội một chiếc mũ khí dày cộp, v.v. Nhưng khí không có tác dụng ước chế gì cả, nó cũng không làm người ta dẫn đến phiền phức gì hết, cũng hoàn toàn không sinh ra bất kể bệnh tật gì. Có những người không hiểu rõ tình huống chân thực của khí công, cũng phát biểu ý kiến lung tung một cách thần bí huyền hoặc, kết quả tạo thành hiện tượng rất hỗn loạn. Người ta bèn cho rằng khí lên đến đỉnh đầu mà không xuống được thì sẽ [bị] tẩu hoả nhập ma, xuất hiện thiên [sai] v.v., kết quả rất nhiều người bản thân họ rất sợ."
"When qi can’t come down from the top of the head it’s only a temporary state. Some people’s qi can’t come down for a long time, maybe even half a year. If it can’t come down, a person can ask a true qigong master to guide it and then it can come down. Whenever we can’t get through a pass in our practice, or whenever our qi isn’t able to come down, we should check our character for the cause—""Have I lingered at that level for too long, and now it’s time to improve my character?"" When you truly improve your character you’ll see that it comes right down. When you only focus on transforming your gong and don’t focus on changing your character, you know, the problem will stick around until your character improves, and only then can sweeping changes happen. When a person’s qi truly isn’t going through it won’t cause any problems. It’s usually our own minds that cause problems. That, plus hearing fake qigong masters tell them that something will go wrong if qi gets to the top of the head, ends up scaring them. And when they get scared, now that might bring on real trouble. That’s because when you get scared you have fear, and isn’t that an attachment? And when your attachment comes out, shouldn’t you get rid of it? The more scared you are, the more the problem feels like sickness—that attachment of yours just has to go. It’s to have you learn a lesson and get rid of the attachment of fear, improving yourself.","Khí lên đỉnh đầu mà không xuống, nó chỉ là trạng thái tạm thời; có người [bị] trong thời gian rất lâu, nửa năm vẫn không xuống. [Nếu] không xuống [thì] tìm một khí công sư chân chính [để] đạo dẫn xuống thì có thể xuống ngay. Như vậy chúng ta phàm khi luyện công chưa xung qua quan được, khí không xuống, [thì] chúng ta hãy thử tìm nguyên nhân ở tâm tính, có phải là vướng ở tầng ấy một thời gian lâu quá không; cần phải thực sự đề cao tâm tính! Khi chư vị thực sự đề cao tâm tính, chư vị sẽ thấy nó có thể xuống. Chư vị chỉ một mực nhấn mạnh vào biến hoá công của bản thân mình mà không nhấn mạnh vào chuyển biến tâm tính của mình; nó có thể đang đợi tâm tính chư vị đề cao, [rồi] mới phát sinh biến đổi toàn diện được. Khí thực sự không thông thì người ta cũng không vấn đề gì; thông thường là do tác dụng của tinh thần chúng ta, lại nghe mấy vị khí công sư giả nói rằng khí mà lên đỉnh đầu thì xuất hiện thiên sai nào đó, nên họ sợ lắm. Sự lo sợ của họ có khi nó thật sự mang đến phiền toái. Bởi vì hễ chư vị lo sợ, thì chính là tâm hoảng sợ; chẳng phải đó là tâm chấp trước? Tâm chấp trước của chư vị hễ xuất hiện, [thì] chẳng phải cần [tống] khứ tâm chấp trước sao? Càng lo sợ, thì lại càng giống như mắc bệnh; nhất định phải vứt bỏ tâm chấp trước ấy của chư vị; để chư vị học bài học này, mà từ đó vứt bỏ tâm hoảng sợ, đề cao lên trên."
"A practitioner won’t feel that pleasant in the cultivation that lies ahead, either. A lot of gong will appear in your body, and all of it is strong stuff that moves every which way inside your body, bringing you all kinds of discomfort. The reason you have that discomfort is mainly that you are always afraid your body has some kind of health problem, when in fact, you’ve already generated really powerful things in your body, they’re all gong, they’re all abilities, and there are lots of living things. If they move, your body will feel itchy, painful, unwell, or whatnot (the nerve endings are sensitive), and all kinds of cultivation states can show up. So you’ll have those sensations as long as your body hasn’t been transformed into high-energy matter. And it’s a good thing in its own right. You’re a cultivator, so if you always consider yourself an ordinary person and always think these things are health problems, then how are you going to cultivate? When calamity strikes during your cultivation, if you still consider yourself an ordinary person, I’d say your character dropped to the level of ordinary people at that time. Or at least with this one thing you’ve dropped to the level of ordinary people.","Người luyện công trong tương lai tu luyện sẽ không thoải mái, thân thể xuất hiện nhiều công, đều là những thứ rất mạnh mẽ [chuyển] động qua lại trong thân thể chư vị, làm cho chư vị khó chịu thế này, khó chịu thế kia. Nguyên nhân chư vị không thoải mái chủ yếu là chư vị cứ lo sợ thân thể bản thân mình bị bệnh nào đó; kỳ thực ở trong thân thể xuất hiện những thứ rất mạnh mẽ, xuất ra đều là công, đều là công năng, còn có rất nhiều thể sinh mệnh. Nếu [chúng chuyển] động, chư vị sẽ cảm thấy thân thể phát ngứa, đau, khó chịu, v.v.; đầu dây thần kinh cảm giác rất linh mẫn; các loại trạng thái đều xuất hiện. Chừng nào thân thể chư vị chưa được vật chất cao năng lượng chuyển hoá, đều có các loại trạng thái [như thế], mà nguyên đây là điều rất tốt. Làm một người tu luyện, chư vị mãi cứ coi bản thân mình là người thường, mãi cứ cho rằng có bệnh, thì hỏi luyện sao đây? Trong luyện công khi chúng ta gặp kiếp nạn, chư vị [nếu] vẫn cứ coi bản thân mình là người thường, tôi nói rằng tâm tính của chư vị lúc ấy đã rớt xuống chỗ của người thường. Chính tại vấn đề này, thì ít nhất chư vị cũng đã rớt xuống tầng kia của người thường."
"If you’re going to be real practitioners, you have to look at things from a really high level, and you can’t use ordinary people’s opinions to interpret things. When you think it’s a health problem, you might just bring on health problems. The reason is, once you think it’s a health problem, your character is about as high as an ordinary person’s. Qigong and true cultivation, and even more so that cultivation state, won’t lead to health problems. You know, with people who really do have health problems, 70% of it is psychological and 30% physical. It’s usually that they collapse psychologically first, that they fall apart, and have a huge mental burden, which causes their condition to rapidly deteriorate. That’s usually how it goes. Let me give you an example. There was this person who was tied to a bed. They lifted his arm and told him that they would make him bleed to death. Then they blindfolded him, scratched his wrist (they didn’t make him bleed even a bit), and turned on a water faucet to have him hear the dripping sound. He thought that his blood was dripping, and in no time he was dead. But actually, they didn’t make him bleed one bit—it was the tap water that was dripping. His mind caused his death. When you always think that you’ve got health problems, you might just give yourself health problems. That’s because your character has dropped to the level of an ordinary person, and of course ordinary people do get health problems.","Chúng ta làm người luyện công chân chính, cần phải từ tầng rất cao mà xét vấn đề, không thể dùng quan điểm của người thường mà xét vấn đề. Khi chư vị cho rằng có bệnh, như thế có thể dẫn đến mắc bệnh. Bởi vì khi mà chư vị cho rằng nó có bệnh, thì tâm tính của chư vị cũng cao như người thường. Luyện công và tu luyện chân chính, đặc biệt là trong trạng thái [điều kiện] này, không [thể] dẫn đến mắc bệnh. Như mọi người đã biết thật sự [làm người ta] mắc bệnh thì [do] bảy phần tinh thần ba phần bệnh. Thông thường ban đầu tinh thần của người ta suy sụp, ban đầu không chịu được, gánh nặng lớn quá, rồi làm cho bệnh tình trở nên [nguy] kịch; thường [xảy ra] như vậy. Lấy một thí dụ, quá khứ có một người, bị trói trên giường; lấy tay anh ta ra, và nói rằng sẽ làm cho chảy máu. Sau đó bịt mắt anh ta lại, rồi vạch một cái lên cổ tay của anh này (hoàn toàn không làm anh ta chảy máu); rồi mở vòi nước sao cho anh này nghe thấy tiếng [nước] nhỏ giọt. Anh ta tưởng rằng chính là máu của mình đang nhỏ giọt xuống, một lúc sau cá nhân này chết. Kỳ thực hoàn toàn không làm anh ta chảy máu, chỉ có nước chảy thôi; tinh thần của cá nhân này đã dẫn đến cái chết của mình. Khi chư vị cứ mãi nhìn nhận rằng bản thân mình có bệnh, thì có khi dẫn đến bản thân chư vị phát bệnh. Bởi vì tâm tính của chư vị đã giáng hạ xuống đến cơ sở của người thường, mà người thường đương nhiên sẽ mắc bệnh."
"You’re a practitioner, so if you always think it’s a health problem you’re actually asking for it—you are asking for that problem, and now it’s able to set in. To be a practitioner your character has to be high. Don’t always be afraid that it’s a health problem. Fearing that it’s a health problem is an attachment in itself, and it can bring you trouble just the same. In cultivation you need to eliminate karma, and eliminating karma is painful—how on earth could you increase gong in total comfort! And how else could you get rid of your attachments? I’ll tell you a story from Buddhism. There was this person who put in a ton of effort and finally cultivated into an Arhat. He was about to achieve a True Fruition and become an Arhat—how could he not be happy? He was breaking out of the Three Realms! That happiness was an attachment, though, an attachment of excitement. An Arhat should always be in a state of nonaction, with a mind that’s unshakable. But he dropped, and he cultivated in vain. Since he cultivated in vain he had to cultivate all over again, so again he cultivated himself upward. After he put in a ton of effort, he again moved up by cultivating. But this time he got worried and said to himself, ""I’d better not get happy this time. If I get happy again I’ll drop all over again."" When he got afraid he dropped again. Fear is an attachment.","Là người luyện công chư vị cứ mãi cho rằng đó là bệnh, trên thực tế chư vị đúng là đang cầu [nó]; chư vị cầu bệnh, cái bệnh ấy sẽ có thể nhập vào. Làm một người luyện công thì tâm tính cần phải cao. Chư vị không được lo sợ mắc bệnh; lo sợ bệnh cũng là một tâm chấp trước, nó mang đến phiền phức cho chư vị cũng như thế. Trong tu luyện cần tiêu nghiệp, tiêu nghiệp sẽ thống khổ; làm sao có thể tăng công một cách nhẹ nhàng thoải mái kia chứ! Nếu không thì tâm chấp trước của chư vị làm sao bỏ được đây? Tôi kể cho mọi người một chuyện cổ trong Phật giáo: Xưa có một người đã rất cố gắng tu thành La Hán. Vị này khi đắc chính quả, tu thành La Hán thì lẽ nào không cao hứng cho được? Nhảy thoát khỏi tam giới rồi! Nhưng cao hứng lại chính là tâm chấp trước, [là] tâm hoan hỷ. La Hán cần phải vô vi, tâm bất động; vị này bị rớt xuống, tu lại như không [tu]. Tu như không thì cần tu lại, lại tu hướng lên trên một lần mới; bỏ ra bao nhiêu cố gắng lại tu lên được nữa. Lần này vị kia lo sợ, vị ấy tự nhủ: ‘Mình chớ có cao hứng, cao hứng nữa thì lại rớt mất’. Vị này vừa lo sợ thì lại rớt xuống [một lần nữa]. Lo sợ cũng là một loại tâm chấp trước."
"Then there’s another scenario, which is that some people develop psychosis, and other people say they’ve got qigong-induced psychosis. And would you believe, some people are even waiting for me to treat their psychosis! I say that psychosis isn’t a health problem, and I don’t have time to go and take care of those things. Why is that? It’s because a psychotic person doesn’t have any virus, and he doesn’t have any pathological changes or ulcers in his body. In my view, it’s not a health problem. Psychosis is when a person’s master consciousness is too weak. And just how weak? It’s as if the guy can’t ever take charge of himself—that’s what a psychotic person’s master soul is like. He doesn’t want to be in command of this body anymore, and he’s always foggy-headed and can’t stay alert. When this happens his subordinate consciousness and external messages come and interfere with him. Every dimension has so many levels, and all kinds of messages interfere with him. And a person’s master soul might have done some bad things before this lifetime, and he might have creditors who want to harm him. All kinds of things can happen. We say that this is what psychosis is about. How could I treat it for you then? I’d say that this is really how people develop psychosis. So what do you do about it? Educate him, and get him to snap out of it. But that’s very hard to do. If you watch, when the doctor in a mental hospital is about to administer an electric shock, the psychotic person immediately gets so scared that he stops mumbling nonsense. And why is that? At that moment his master soul perks up, and he’s afraid of getting shocked.","Còn có một tình huống nữa, đó là có người mắc bệnh tâm thần, [người ta] liền bảo là người ấy [bị] tẩu hoả nhập ma. Cũng có người chờ đợi tôi chữa bệnh tâm thần cho họ! Tôi nói rằng bệnh tâm thần không phải là bệnh, tôi cũng không có thời gian quan tâm đến chuyện ấy. Vì sao? Bởi vì người bệnh tâm thần không có bệnh độc, tại thân thể không có bệnh biến, không có nhiễm trùng; theo tôi nhìn nhận thì không phải là bệnh. Bệnh tâm thần chính là chủ ý thức của người ta quá yếu đuối. Yếu đuối đến mức độ nào? Giống như một cá nhân mãi không quyết định được cho bản thân mình, chủ nguyên thần của người bệnh tâm thần chính là như vậy. Họ không muốn quản cái thân thể ấy nữa, tự họ cứ mê mê muội muội mãi, tinh thần không có khởi lên được. Lúc ấy phó ý thức, [và] các tín tức ngoại lai sẽ can nhiễu đến họ. Tầng của mỗi không gian nhiều như thế, các loại tín tức đều can nhiễu đến họ. Thêm nữa chủ nguyên thần của người ta có thể đã làm một số điều không tốt ở đời trước, còn có chủ nợ cũng có thể làm hại họ; tình huống các loại đều xuất hiện. Chúng tôi nói rằng bệnh tâm thần là như thế. Bảo tôi trị bệnh [tâm thần] giúp chư vị làm sao được? Tôi nói rằng mắc bệnh tâm thần chính là như thế. Vậy xử lý ra sao? Hãy giáo dục họ, làm cho tinh thần của họ khởi lên; nhưng khó thực hiện lắm. Chư vị [có thể] thấy bác sỹ bệnh viện tâm thần hễ nhấc cây roi điện lên, là họ lập tức sợ quá chẳng dám nói lăng nhăng gì nữa. Vì sao vậy? Lúc ấy tinh thần của chủ nguyên thần của họ đã khởi lên: họ sợ [bị] điện giật."
"Usually when a person takes up cultivation he likes to keep practicing. Buddha-nature is something everyone has, and everyone has the wish to cultivate. So, once they’ve learned a practice, a lot of people will keep practicing it the rest of their lives. It doesn’t matter whether he can finish his cultivation or whether he’s obtained a Law, the bottom line is he has a wish to seek the Dao, and he’ll always want to practice it. Everyone knows he does qigong—the folks at his office know it, his community knows it, and all his neighbors know it. But think about it, true cultivation—who did anything like that a few years ago? Nobody did. Only true cultivation can change your life’s path. But he’s an ordinary person and he’s only doing health-and-fitness qigong. So who would change his course of life for him? Ordinary people, you know, one day they just come down with something, or out of the blue they have problems, and there’s even a chance one day they’ll just develop psychosis or maybe even kick the bucket. An ordinary person’s life is just like that. You see him out in the park doing qigong, but he’s not really cultivating, in fact. He wants to cultivate up to higher levels but he hasn’t obtained a true teaching, so he isn’t able to get anywhere cultivating. He only has the wish to cultivate up to higher levels, and he’s still a qigong practitioner at the low level of healing and fitness. Nobody has changed his course of life, and so he’ll have health problems. And if he doesn’t take virtue seriously nothing will get well. It’s not as if after you do qigong you’ll never have any health problems again.","Thông thường người ta khi đã vào cửa tu luyện thì sẽ vui mừng luyện [công] tiếp tục; ai cũng có Phật tính, ai cũng có tâm tu Đạo; do đó một khi đã học công, có nhiều người sẽ tiếp tục [tu] luyện suốt đời. Bất kể là người kia có thể tu lên được không, đã đắc Pháp chưa; dù sao người ấy cũng có tâm cầu Đạo; người ấy cứ luyện mãi. Mọi người đều biết rằng cá nhân này luyện công, người ở nơi công tác cũng biết, ngoài phố cũng biết, hàng xóm cũng biết rằng người này luyện công. Nhưng mọi người nghĩ xem, [về] tu luyện chân chính, mấy năm trước ai thực hiện điều này? Không ai làm cả; [chỉ] tu luyện chân chính mới có thể thay đổi đường đời của người ấy. Nhưng người này chỉ là một người thường, chỉ luyện công chữa bệnh khoẻ người; hỏi ai thay đổi đường đời cho họ? Là người thường, đến một ngày kia phải mắc bệnh, đến một ngày kia phải gặp chuyện rắc rối nào đó, đến một ngày kia biết đâu sẽ mắc bệnh tâm thần, hoặc giả hết mệnh lìa đời; một đời của người thường là như thế. Chư vị thấy rằng người kia đến công viên luyện công, kỳ thực người ấy không phải tu luyện một cách chân chính; người ấy mong muốn tu lên cao tầng nhưng chưa đắc chính Pháp; [nên] người ấy không tu lên được. Cá nhân này chỉ có nguyện vọng mong muốn tu luyện lên cao tầng, [và] người ấy vẫn còn là người luyện công tại tầng thấp chữa bệnh khoẻ người. Đường đời của người này chưa có ai thay đổi, như thế người ấy phải mắc bệnh. [Nếu] không [coi] trọng đức thì bệnh cũng chẳng khỏi; không thể nói rằng luyện công sẽ không mắc bệnh gì nữa."
